Id,SalePrice
1665,351100.781250
1666,322132.843750
1667,358404.812500
1668,382406.812500
1669,349182.687500
1670,348925.406250
1671,239345.562500
1672,336753.562500
1673,300983.437500
1674,270716.875000
1675,188569.359375
1676,198463.781250
1677,213952.796875
1678,407757.406250
1679,292443.718750
1680,319326.625000
1681,300947.937500
1682,292266.156250
1683,176614.640625
1684,169063.578125
1685,163751.718750
1686,174414.296875
1687,166016.968750
1688,199261.828125
1689,196231.515625
1690,190091.515625
1691,189760.781250
1692,257041.015625
1693,174612.953125
1694,183066.937500
1695,162148.656250
1696,226995.843750
1697,165125.203125
1698,365637.218750
1699,291842.000000
1700,249066.078125
1701,290850.812500
1702,241118.171875
1703,258225.031250
1704,284957.687500
1705,236017.125000
1706,353996.156250
1707,219853.093750
1708,228628.296875
1709,324067.781250
1710,255040.265625
1711,267220.156250
1712,241188.312500
1713,252168.562500
1714,225394.375000
1715,202051.375000
1716,209581.718750
1717,178689.484375
1718,90989.062500
1719,189270.750000
1720,212646.781250
1721,167032.046875
1722,93365.539062
1723,154220.312500
1724,180418.593750
1725,230992.984375
1726,195745.812500
1727,153916.281250
1728,189383.640625
1729,173281.484375
1730,200564.171875
1731,141874.500000
1732,104091.765625
1733,124086.648438
1734,129842.203125
1735,127048.046875
1736,126717.242188
1737,369736.187500
1738,206800.203125
1739,267174.906250
1740,199639.000000
1741,190204.781250
1742,163488.046875
1743,183814.031250
1744,301243.562500
1745,242418.046875
1746,254707.765625
1747,254083.734375
1748,227732.343750
1749,147983.328125
1750,137558.109375
1751,267615.312500
1752,117845.921875
1753,123584.328125
1754,192807.484375
1755,153533.812500
1756,126087.859375
1757,120365.523438
1758,170270.062500
1759,176150.640625
1760,151750.203125
1761,153599.093750
1762,199444.203125
1763,154476.343750
1764,115601.953125
1765,183562.593750
1766,187995.593750
1767,185501.781250
1768,141007.406250
1769,186400.765625
1770,143691.437500
1771,133002.609375
1772,122853.468750
1773,141366.093750
1774,114418.585938
1775,141523.796875
1776,122307.304688
1777,118519.375000
1778,133537.531250
1779,132385.343750
1780,162898.562500
1781,131287.453125
1782,65923.187500
1783,116797.554688
1784,108542.125000
1785,99909.828125
1786,132881.437500
1787,179259.890625
1788,50374.777344
1789,101594.328125
1790,55739.023438
1791,153637.781250
1792,152616.953125
1793,142702.750000
1794,147268.656250
1795,147635.609375
1796,136787.359375
1797,136542.843750
1798,117302.093750
1799,113755.039062
1800,143924.593750
1801,125725.679688
1802,182754.562500
1803,142988.078125
1804,137938.031250
1805,126925.835938
1806,102493.210938
1807,123578.328125
1808,117854.804688
1809,110802.992188
1810,155804.390625
1811,96348.476562
1812,100876.773438
1813,116668.242188
1814,87281.234375
1815,59061.964844
1816,95492.718750
1817,104397.007812
1818,145919.921875
1819,113528.500000
1820,51018.488281
1821,118157.296875
1822,137527.062500
1823,46601.648438
1824,155590.468750
1825,162292.500000
1826,113954.171875
1827,97889.882812
1828,150685.921875
1829,137225.203125
1830,125600.289062
1831,161422.218750
1832,95027.078125
1833,150980.781250
1834,133483.515625
1835,145406.718750
1836,121079.656250
1837,93271.328125
1838,119333.828125
1839,97158.460938
1840,102572.953125
1841,129274.507812
1842,90496.570312
1843,160956.515625
1844,144611.343750
1845,148016.984375
1846,149827.390625
1847,177992.968750
1848,55364.875000
1849,148723.531250
1850,111001.476562
1851,153302.890625
1852,137902.984375
1853,113932.320312
1854,165590.015625
1855,166397.109375
1856,223305.609375
1857,208721.296875
1858,139587.312500
1859,162642.781250
1860,137432.718750
1861,166034.843750
1862,315703.593750
1863,315596.968750
1864,316160.093750
1865,338091.281250
1866,352622.781250
1867,247720.531250
1868,279862.968750
1869,201023.328125
1870,213213.765625
1871,270799.218750
1872,173294.203125
1873,232801.500000
1874,124492.492188
1875,196193.218750
1876,197482.281250
1877,193877.890625
1878,215404.078125
1879,127737.867188
1880,126438.187500
1881,231822.171875
1882,244531.531250
1883,196919.921875
1884,226390.703125
1885,226476.484375
1886,255161.578125
1887,187695.031250
1888,255043.828125
1889,160772.937500
1890,170611.578125
1891,147212.656250
1892,106609.460938
1893,124670.281250
1894,108753.398438
1895,142507.156250
1896,121165.242188
1897,118662.929688
1898,126706.421875
1899,140885.671875
1900,158924.046875
1901,182712.234375
1902,138754.937500
1903,253991.218750
1904,136781.359375
1905,198311.468750
1906,161338.218750
1907,235992.296875
1908,113157.070312
1909,142677.093750
1910,131775.687500
1911,200435.859375
1912,316577.156250
1913,170706.640625
1914,68799.257812
1915,274711.906250
1916,84484.382812
1917,257021.171875
1918,131616.671875
1919,164208.453125
1920,175849.031250
1921,385855.781250
1922,312186.968750
1923,245403.796875
1924,208612.234375
1925,217041.953125
1926,369378.968750
1927,131120.593750
1928,146723.890625
1929,119117.570312
1930,142112.468750
1931,152248.609375
1932,148009.687500
1933,197271.828125
1934,186424.968750
1935,175036.515625
1936,187957.687500
1937,169959.343750
1938,162488.687500
1939,246991.359375
1940,174412.656250
1941,172783.921875
1942,182164.640625
1943,191776.218750
1944,319350.156250
1945,366284.093750
1946,144638.109375
1947,361436.843750
1948,170986.593750
1949,213180.609375
1950,185657.375000
1951,231162.281250
1952,148965.875000
1953,158911.843750
1954,189534.031250
1955,134111.046875
1956,300914.250000
1957,167362.859375
1958,286543.343750
1959,128924.007812
1960,117921.281250
1961,128761.664062
1962,89556.585938
1963,111116.843750
1964,109161.609375
1965,141039.218750
1966,139317.609375
1967,256562.187500
1968,329924.718750
1969,403432.250000
1970,461418.062500
1971,507493.468750
1972,384497.843750
1973,281769.656250
1974,321612.750000
1975,378373.500000
1976,280414.156250
1977,366846.906250
1978,365679.656250
1979,381470.750000
1980,194933.421875
1981,337423.906250
1982,219896.687500
1983,219753.484375
1984,175075.671875
1985,196466.156250
1986,216587.421875
1987,170076.734375
1988,169879.953125
1989,182568.468750
1990,230306.046875
1991,217565.140625
1992,224817.453125
1993,191003.234375
1994,229859.109375
1995,179590.171875
1996,252699.734375
1997,353336.468750
1998,334753.000000
1999,256966.656250
2000,320808.562500
2001,257901.046875
2002,210482.515625
2003,258674.953125
2004,280569.937500
2005,206682.812500
2006,259171.781250
2007,239411.859375
2008,216786.609375
2009,182102.781250
2010,182537.250000
2011,112925.187500
2012,165935.515625
2013,183709.984375
2014,180968.781250
2015,180497.265625
2016,187120.437500
2017,220647.093750
2018,112221.515625
2019,137724.421875
2020,112876.414062
2021,108209.554688
2022,190243.093750
2023,144960.671875
2024,292094.500000
2025,412437.656250
2026,169289.203125
2027,154275.312500
2028,197587.500000
2029,175518.843750
2030,303917.687500
2031,285570.250000
2032,289284.375000
2033,302942.000000
2034,165307.984375
2035,212004.250000
2036,193238.109375
2037,191769.562500
2038,417765.062500
2039,225312.453125
2040,411324.468750
2041,285357.031250
2042,197676.265625
2043,155898.171875
2044,171293.734375
2045,210072.546875
2046,129990.929688
2047,143831.828125
2048,135308.156250
2049,116286.820312
2050,154608.031250
2051,133640.062500
2052,111621.390625
2053,142734.578125
2054,121082.140625
2055,154925.640625
2056,157564.921875
2057,116440.875000
2058,220038.515625
2059,137974.796875
2060,156462.765625
2061,182451.890625
2062,119517.078125
2063,121033.445312
2064,150752.218750
2065,131648.593750
2066,167848.406250
2067,143161.156250
2068,117436.117188
2069,115080.343750
2070,99631.539062
2071,80942.187500
2072,138035.734375
2073,120608.242188
2074,161169.812500
2075,175850.078125
2076,135801.703125
2077,152322.140625
2078,127868.195312
2079,155473.515625
2080,114825.820312
2081,113991.390625
2082,135001.750000
2083,146290.656250
2084,97509.945312
2085,115870.695312
2086,142600.500000
2087,106529.640625
2088,98299.757812
2089,74105.625000
2090,128285.468750
2091,104702.898438
2092,127213.664062
2093,163511.046875
2094,111232.765625
2095,175379.156250
2096,80825.312500
2097,96172.046875
2098,153238.718750
2099,63278.824219
2100,88396.179688
2101,118546.921875
2102,142628.968750
2103,127214.671875
2104,122997.320312
2105,134562.546875
2106,77939.789062
2107,162289.609375
2108,134870.250000
2109,120748.320312
2110,142740.375000
2111,170849.312500
2112,169475.953125
2113,125044.742188
2114,108873.070312
2115,164142.046875
2116,104188.000000
2117,180763.140625
2118,129264.757812
2119,110602.789062
2120,128636.750000
2121,143388.546875
2122,74515.757812
2123,94567.289062
2124,222914.609375
2125,150867.468750
2126,147185.390625
2127,151673.203125
2128,136728.609375
2129,105005.093750
2130,134574.671875
2131,175568.250000
2132,91656.953125
2133,101041.695312
2134,124718.593750
2135,86925.710938
2136,47942.394531
2137,119653.742188
2138,152995.390625
2139,144336.375000
2140,139708.078125
2141,163942.796875
2142,127076.601562
2143,154739.156250
2144,103283.687500
2145,133055.203125
2146,178297.000000
2147,171642.734375
2148,145168.000000
2149,161973.171875
2150,239171.578125
2151,122001.210938
2152,142576.640625
2153,155265.125000
2154,93157.687500
2155,138400.484375
2156,288146.125000
2157,208724.890625
2158,250260.156250
2159,203136.671875
2160,180052.062500
2161,284213.187500
2162,361155.906250
2163,306895.000000
2164,223213.234375
2165,207200.468750
2166,145567.140625
2167,218322.156250
2168,196122.625000
2169,209034.718750
2170,209457.250000
2171,145812.453125
2172,144081.171875
2173,151881.687500
2174,216348.234375
2175,332940.312500
2176,279688.593750
2177,213689.687500
2178,240160.125000
2179,139291.109375
2180,195513.906250
2181,181541.515625
2182,240247.781250
2183,214297.953125
2184,134593.062500
2185,113555.703125
2186,136716.859375
2187,154508.593750
2188,137477.937500
2189,173269.921875
2190,88222.929688
2191,104297.000000
2192,80936.406250
2193,84076.078125
2194,109201.648438
2195,112408.593750
2196,114672.390625
2197,108428.007812
2198,162979.468750
2199,199568.203125
2200,149715.265625
2201,144681.359375
2202,209848.406250
2203,147656.718750
2204,223817.828125
2205,123147.414062
2206,142401.515625
2207,317115.000000
2208,264686.187500
2209,201484.421875
2210,125913.757812
2211,109326.273438
2212,105725.109375
2213,85444.281250
2214,169171.937500
2215,104266.398438
2216,159579.328125
2217,89780.382812
2218,112197.742188
2219,79836.562500
2220,82015.539062
2221,257998.453125
2222,235143.656250
2223,189456.187500
2224,232193.500000
2225,157017.937500
2226,185581.187500
2227,220369.531250
2228,252224.984375
2229,286160.781250
2230,171826.609375
2231,196851.968750
2232,175669.359375
2233,177226.828125
2234,250947.125000
2235,231116.828125
2236,284979.250000
2237,326502.000000
2238,204999.593750
2239,84465.867188
2240,144779.968750
2241,177326.484375
2242,133091.625000
2243,125480.343750
2244,98501.562500
2245,109385.820312
2246,143838.781250
2247,105328.539062
2248,127509.000000
2249,121001.335938
2250,131599.015625
2251,107198.492188
2252,199033.171875
2253,151106.750000
2254,195948.890625
2255,200612.125000
2256,187384.609375
2257,187338.000000
2258,152412.546875
2259,175628.015625
2260,183141.031250
2261,181848.812500
2262,205665.703125
2263,324057.156250
2264,396846.031250
2265,187981.953125
2266,302994.031250
2267,368588.187500
2268,429125.218750
2269,169857.562500
2270,175908.140625
2271,188955.437500
2272,221598.781250
2273,170431.062500
2274,176948.171875
2275,176435.562500
2276,179313.671875
2277,196101.328125
2278,163344.921875
2279,107050.265625
2280,126202.796875
2281,192947.453125
2282,173213.500000
2283,109971.367188
2284,103940.187500
2285,127139.742188
2286,129615.320312
2287,356072.156250
2288,260551.781250
2289,374264.281250
2290,425560.250000
2291,287341.812500
2292,453862.531250
2293,408102.156250
2294,442596.093750
2295,416566.625000
2296,302279.437500
2297,322650.187500
2298,333586.250000
2299,338543.312500
2300,345550.875000
2301,283957.125000
2302,244636.593750
2303,256204.906250
2304,230508.093750
2305,167688.390625
2306,167688.390625
2307,191730.765625
2308,211284.015625
2309,313212.312500
2310,204937.015625
2311,185540.671875
2312,165622.796875
2313,178028.421875
2314,183763.125000
2315,170726.546875
2316,180188.593750
2317,176014.953125
2318,174588.250000
2319,179746.625000
2320,174416.687500
2321,257397.593750
2322,159593.750000
2323,172731.328125
2324,170768.906250
2325,190435.062500
2326,167347.515625
2327,202779.093750
2328,255910.187500
2329,189157.031250
2330,175136.265625
2331,339997.812500
2332,379239.281250
2333,313240.625000
2334,231472.312500
2335,233412.765625
2336,351215.750000
2337,233360.234375
2338,261340.296875
2339,230319.640625
2340,359102.031250
2341,201782.500000
2342,216698.890625
2343,200711.718750
2344,236758.609375
2345,214953.984375
2346,239523.843750
2347,213008.031250
2348,258629.296875
2349,147004.984375
2350,298345.531250
2351,243396.984375
2352,248456.546875
2353,243174.468750
2354,95617.320312
2355,123263.539062
2356,155563.515625
2357,211667.078125
2358,189147.812500
2359,129544.320312
2360,123156.812500
2361,152463.500000
2362,254002.484375
2363,150512.390625
2364,168123.218750
2365,226377.265625
2366,193386.515625
2367,215717.546875
2368,212075.640625
2369,186674.890625
2370,170967.703125
2371,176567.562500
2372,213098.781250
2373,260398.718750
2374,326727.031250
2375,244227.046875
2376,282821.531250
2377,375808.750000
2378,155927.500000
2379,208544.484375
2380,162331.281250
2381,140524.531250
2382,207221.156250
2383,218916.406250
2384,225728.937500
2385,178924.984375
2386,120853.734375
2387,139662.937500
2388,120603.773438
2389,157847.921875
2390,152634.578125
2391,160913.234375
2392,123020.437500
2393,165696.593750
2394,144092.562500
2395,213295.484375
2396,134201.343750
2397,185600.187500
2398,146642.671875
2399,51580.964844
2400,61124.753906
2401,123016.234375
2402,127155.398438
2403,116777.515625
2404,159870.406250
2405,163860.343750
2406,139647.312500
2407,142771.359375
2408,139644.843750
2409,108752.632812
2410,187105.375000
2411,118892.046875
2412,158998.546875
2413,119375.468750
2414,132664.078125
2415,122899.335938
2416,141355.437500
2417,137425.093750
2418,123598.921875
2419,144793.375000
2420,123165.250000
2421,161997.265625
2422,111785.000000
2423,120132.726562
2424,160039.390625
2425,163451.015625
2426,113100.773438
2427,115227.187500
2428,181907.406250
2429,127641.992188
2430,137836.109375
2431,126586.718750
2432,136419.781250
2433,142367.281250
2434,122377.515625
2435,143083.296875
2436,129959.710938
2437,110843.054688
2438,122994.210938
2439,108097.125000
2440,142520.437500
2441,123544.242188
2442,93397.992188
2443,108880.585938
2444,145588.171875
2445,99386.656250
2446,132158.281250
2447,200390.015625
2448,141637.031250
2449,149057.328125
2450,162321.718750
2451,154175.390625
2452,207988.437500
2453,114033.671875
2454,140316.203125
2455,135191.250000
2456,130977.539062
2457,116728.648438
2458,134037.453125
2459,101444.578125
2460,154078.593750
2461,125795.351562
2462,133669.781250
2463,106714.679688
2464,149046.500000
2465,138280.953125
2466,100464.164062
2467,150117.312500
2468,57578.433594
2469,65656.593750
2470,210154.015625
2471,234637.843750
2472,237078.109375
2473,102014.289062
2474,94609.234375
2475,235986.812500
2476,135466.687500
2477,117613.976562
2478,141473.468750
2479,110706.531250
2480,139789.875000
2481,117903.835938
2482,127334.976562
2483,128415.601562
2484,136768.984375
2485,142155.046875
2486,138640.250000
2487,213507.453125
2488,149048.531250
2489,156314.921875
2490,145655.843750
2491,145286.531250
2492,203738.609375
2493,179400.640625
2494,161871.390625
2495,105044.414062
2496,259084.890625
2497,143592.218750
2498,93153.281250
2499,101809.265625
2500,116964.257812
2501,128524.476562
2502,133964.687500
2503,82837.617188
2504,174708.250000
2505,234790.062500
2506,231388.750000
2507,251779.812500
2508,256853.406250
2509,217321.812500
2510,240603.187500
2511,176973.968750
2512,205122.421875
2513,210804.734375
2514,252388.609375
2515,158686.187500
2516,184167.765625
2517,129246.492188
2518,157851.234375
2519,231806.921875
2520,221986.000000
2521,185497.484375
2522,225288.843750
2523,121682.820312
2524,144027.031250
2525,138004.796875
2526,141709.562500
2527,109104.562500
2528,136612.921875
2529,127145.867188
2530,142345.250000
2531,227743.968750
2532,224707.312500
2533,203768.687500
2534,237702.343750
2535,282903.062500
2536,250484.671875
2537,211235.312500
2538,191140.656250
2539,177508.906250
2540,157653.250000
2541,182366.921875
2542,151035.812500
2543,135413.062500
2544,119864.656250
2545,150857.250000
2546,149494.671875
2547,138050.453125
2548,159880.609375
2549,172917.531250
2550,279407.531250
2551,142656.734375
2552,123827.453125
2553,84113.226562
2554,87783.500000
2555,127229.234375
2556,85657.742188
2557,120045.546875
2558,106356.843750
2559,124872.570312
2560,138790.937500
2561,169564.984375
2562,147753.890625
2563,152060.984375
2564,181105.312500
2565,165213.953125
2566,187891.125000
2567,137866.593750
2568,193016.453125
2569,179027.921875
2570,125379.117188
2571,154975.812500
2572,165570.218750
2573,217891.890625
2574,320122.031250
2575,144749.515625
2576,116001.203125
2577,155780.046875
2578,92987.796875
2579,88705.132812
2580,111806.109375
2581,110285.320312
2582,114990.625000
2583,243454.531250
2584,162643.062500
2585,179184.812500
2586,197464.015625
2587,197569.906250
2588,145829.406250
2589,167089.656250
2590,229778.328125
2591,242861.296875
2592,212059.000000
2593,285306.937500
2594,228548.078125
2595,230424.656250
2596,327357.031250
2597,187217.640625
2598,258652.875000
2599,384905.812500
2600,183258.328125
2601,167815.031250
2602,83864.585938
2603,90469.164062
2604,74827.859375
2605,78625.710938
2606,135096.265625
2607,171672.843750
2608,196926.015625
2609,165494.734375
2610,111125.203125
2611,142919.906250
2612,150221.265625
2613,128497.476562
2614,128760.578125
2615,162859.796875
2616,151928.093750
2617,187347.015625
2618,184968.328125
2619,202168.250000
2620,191856.671875
2621,175963.890625
2622,184727.750000
2623,245774.656250
2624,300504.125000
2625,327680.562500
2626,164604.875000
2627,192833.671875
2628,430257.875000
2629,539924.625000
2630,362605.812500
2631,472464.968750
2632,405128.000000
2633,342902.562500
2634,369647.750000
2635,161669.093750
2636,198461.781250
2637,148520.421875
2638,264638.687500
2639,189373.937500
2640,161398.562500
2641,120396.429688
2642,183227.312500
2643,104928.898438
2644,139340.078125
2645,107775.328125
2646,92836.281250
2647,109877.046875
2648,136969.640625
2649,150283.781250
2650,132587.359375
2651,155730.750000
2652,371916.812500
2653,259659.281250
2654,239554.609375
2655,391389.968750
2656,352582.343750
2657,341894.718750
2658,285242.875000
2659,290144.500000
2660,317552.937500
2661,393229.312500
2662,309291.968750
2663,292764.656250
2664,295036.343750
2665,372321.812500
2666,311066.812500
2667,169497.703125
2668,185143.375000
2669,156975.093750
2670,275027.750000
2671,182266.656250
2672,182279.546875
2673,203844.843750
2674,197109.734375
2675,155202.234375
2676,195374.109375
2677,194076.593750
2678,267152.750000
2679,305244.187500
2680,293693.343750
2681,406778.250000
2682,388364.437500
2683,487810.375000
2684,310023.968750
2685,398759.531250
2686,257739.546875
2687,333116.281250
2688,182255.421875
2689,205725.765625
2690,442859.562500
2691,177419.453125
2692,114440.781250
2693,191310.953125
2694,90544.835938
2695,202202.687500
2696,190928.015625
2697,186703.515625
2698,207860.484375
2699,149530.046875
2700,159782.734375
2701,164985.859375
2702,134999.875000
2703,160997.968750
2704,149527.968750
2705,133490.921875
2706,126238.867188
2707,152114.984375
2708,147286.890625
2709,114523.093750
2710,132920.078125
2711,273899.750000
2712,416078.187500
2713,153225.265625
2714,146875.218750
2715,168849.421875
2716,133932.953125
2717,173525.171875
2718,270776.312500
2719,145584.625000
2720,154306.000000
2721,140361.578125
2722,159439.593750
2723,158165.421875
2724,130274.804688
2725,124994.781250
2726,155082.296875
2727,162415.562500
2728,187703.796875
2729,151303.562500
2730,139817.953125
2731,139638.140625
2732,119142.312500
2733,162747.843750
2734,158351.625000
2735,127130.140625
2736,163714.625000
2737,127405.226562
2738,131868.671875
2739,162455.515625
2740,147695.468750
2741,140025.671875
2742,174143.765625
2743,148262.796875
2744,149970.406250
2745,135066.468750
2746,129686.960938
2747,158067.953125
2748,130644.406250
2749,122863.320312
2750,138196.859375
2751,127314.710938
2752,221474.218750
2753,154904.968750
2754,229814.859375
2755,120850.890625
2756,70179.476562
2757,71368.875000
2758,73171.523438
2759,168027.296875
2760,122855.156250
2761,139302.250000
2762,130902.460938
2763,212491.781250
2764,170616.109375
2765,274057.281250
2766,136381.531250
2767,102969.898438
2768,113348.476562
2769,128567.453125
2770,164575.562500
2771,122121.187500
2772,91868.226562
2773,118682.234375
2774,147988.609375
2775,128329.273438
2776,147362.328125
2777,187202.031250
2778,148362.187500
2779,125810.945312
2780,118287.882812
2781,96094.000000
2782,84803.125000
2783,80358.906250
2784,129132.312500
2785,125332.460938
2786,56550.453125
2787,115072.125000
2788,58517.675781
2789,158957.328125
2790,99977.101562
2791,114009.085938
2792,53905.816406
2793,199468.296875
2794,87842.117188
2795,100165.742188
2796,96974.000000
2797,168544.984375
2798,107037.703125
2799,126314.187500
2800,71162.578125
2801,111929.140625
2802,143794.046875
2803,151484.796875
2804,171784.843750
2805,126916.187500
2806,81467.828125
2807,145801.734375
2808,157518.031250
2809,146785.687500
2810,132194.390625
2811,143965.578125
2812,163588.437500
2813,118478.656250
2814,125199.562500
2815,98629.414062
2816,252560.265625
2817,149291.671875
2818,140305.750000
2819,196834.000000
2820,141018.750000
2821,127730.023438
2822,237400.625000
2823,418879.843750
2824,198186.375000
2825,201395.718750
2826,110734.000000
2827,129140.250000
2828,190112.390625
2829,174821.296875
2830,220763.859375
2831,199853.296875
2832,212588.312500
2833,251028.671875
2834,205803.671875
2835,224830.375000
2836,216099.484375
2837,172918.265625
2838,113906.601562
2839,175416.671875
2840,198197.765625
2841,212154.765625
2842,217337.484375
2843,128096.945312
2844,158519.578125
2845,121627.523438
2846,228811.203125
2847,219004.593750
2848,210524.046875
2849,198936.703125
2850,260279.500000
2851,222013.125000
2852,225259.375000
2853,246296.718750
2854,132837.703125
2855,200209.984375
2856,199195.500000
2857,196368.062500
2858,185407.750000
2859,138441.265625
2860,107119.007812
2861,122934.109375
2862,192160.109375
2863,106958.703125
2864,230936.359375
2865,140388.375000
2866,130778.585938
2867,102428.101562
2868,116771.265625
2869,113997.117188
2870,149185.046875
2871,83170.687500
2872,52375.902344
2873,112429.851562
2874,138731.562500
2875,121214.656250
2876,147692.375000
2877,136430.937500
2878,171303.062500
2879,144726.593750
2880,104478.164062
2881,139242.390625
2882,184303.125000
2883,194839.093750
2884,210506.187500
2885,206389.515625
2886,245895.968750
2887,109738.843750
2888,134059.250000
2889,56037.597656
2890,83712.351562
2891,129469.750000
2892,64509.117188
2893,90531.062500
2894,57878.953125
2895,249176.500000
2896,258095.546875
2897,205295.421875
2898,140732.187500
2899,215034.468750
2900,147984.890625
2901,215909.750000
2902,177462.781250
2903,312154.125000
2904,370701.906250
2905,116341.664062
2906,195149.750000
2907,119334.109375
2908,129054.531250
2909,169138.515625
2910,75478.781250
2911,84603.664062
2912,136720.203125
2913,81994.445312
2914,62702.839844
2915,70790.953125
2916,79885.507812
2917,193790.078125
2918,101510.320312
2919,208138.265625
